,annot,count
49991,PT HAS CLOSED EYES DUE TO DROWSINESS,1
49990,PT CLOSED EYES AGAIN,1
49988,TECH WILL TURN ON LIGHTS AND FIX ELECTRO,1
49758,hands still tremoring a bit,1
49987,A2 ELECTRODE IS FALLING OFF,1
49986,"HEAD RIGHT, LOOKING AT TECH",1
49985,FOREHEAD MOV,1
49984,PT HAS BEEN TOLD HE CAN SLEEP NOW (BY TR,1
49983,"ARTIFACT, \TECH AT HEADBOX",1
49982,"NO TICKMARKS, WILL CHECK PHOTIC CABLE",1
49981,MVE/SCREAM,1
49998,Eyes Open ,1
49999,? SUBTLE HEAD MOVEMENT ,1
50000,"HEAD MIDNLINE, SUPINE, EYES CLOSED, AWAK",1
50003,SUBTLE TORSO MOVMENTS,1
50021,DEC 20,1
50020,GRUNTING AND LICKING LIPS BUT DOES NOT S,1
50019,PT NODDING PT DOES NOT SPEAK,1
50018,EYES ARE OPEN',1
50016,WHEN' IS YOUR BIRTHDAY,1
50015,CORRECT MONTH,1
50014,PAT MOVED HEAD MIDLINE,1
50013,TECH ASKING PAT TO MOVE HEAD MIDLINE,1
50012,REPREPPED AGAIN,1
50011,REPREPPED AND REAPPLIED,1
50010,RE APPLIED O2,1
50009,PAT SLEEPING WILL FIX ON AWAKENING??,1
50008,REAPPLIED O2 ,1
50007,GOIGN TO FIX O2,1
50006,LFF1 HFF70 SEN7UV/MM,1
49980,ONGOING MVT AND TALKING,1
49979,TALKING MVOING,1
49978,MOUTH MOVEMT,1
49951,"STARTS L>R. ENDS WITH L TIRDA, NCS",1
49949,FREQ UNDERLYING BI POSTERIOR TEMP SLOWIN,1
49948,frag??,1
49945,PASSIVE EYE CLOSE\UURE,1
49943,MOVING PTS HEAD,1
49942,MOVT OF PT HEAD,1
49941,TECH HOLDING PTS HEAD,1
49940,A LOT OF EKG ARTIFACT IN A1/A2 AND SPH1/,1
49939,EMG DUE TO PT LOOKING UP,1
49938,EEYSE OPEN,1
49937,WILL DO PASSIVE EYE CLOSED,1
49936,TECH WILL HOLD HEAD STILL,1
49935,"ASKED PT TO CLOSE EYES, SAYS YES BUT NOT",1
49933,EKG ARTIFACT IN SPHENOIDAL,1
49932,pulling electrodes off,1
49931,PT ASKING HOW I KNOW HIS JAW IS TOO TENS,1
49950,SET UP OS,1
49952,"ENDS WITH L TIRDA, NCS",1
49977,PLAYING VIDEO GAME,1
49953,DID NOT REPRODUC,1
49976,"TAL,KING",1
49975,PT IS PLAYING VIDEO GAME,1
49974,WRL,1
49969,DIFFUSE BUILDUP,1
49967,"JAN 17, 92",1
49966,lft?,1
49965,O1 INCRD,1
49964,SW L?,1
49963,SHARPLY C,1
49962,SHARPLY CONTOURED L TEMP,1
49960,ASK TO SAY RED DOG,1
49959,"DOES NOT REPEAT PHRASE, FOLLOWED BY L TI",1
49958,"Bookmark, NCS",1
49957,SAY BLUE DOG,1
49955,"L TIRDA, NCS",1
50022,ABBOTSFORD REG HOSP,1
50024,PT HAS BEEN SLEEP DEPRIVED AND IS FAIRLY,1
50025,MUMBLING UNABLE TO ARTICULATE,1
50089,PT SEEMS NORMAL NOW,1
50087,PT NORMAL NOW,1
50086,AND PT USUALLY ENDS UP CURLED IN A BALL ,1
50085,PT SAYS THAT WAS A MINOR SPELL.  VERY SI,1
50084,PT SAYS LEFT ARM IS NUMB,1
50083,PT SAYS ITS GETTING BETTER,1
50082,PT STILL SHIVERING AND HANDS SHAKING,1
50080,PT STILL MINOR SHIVERING,1
50079,SHIVERING SLIGHTLY AGAIN,1
50078,ASKING PT TO COUNT TO 50,1
50077,PT HANDS AND ARMS AND HEAD STILL SHIVERI,1
50076,HEAD AND UPPER BODY SHIVERING,1
50075,PT STILL HV EXCESSIVELY - TECH TRYING TO,1
50074,LEGS MOVING A BIT,1
50072,LEGS TWITCHING SLIGHTLY,1
50071,PT STILL EXCESSIVE HV,1
50088,PT ARMS AND HADS STILL SHIVERING SLIGHTL,1
50090,HANDS AND ARMS SHIVERING,1
50069,PT STILL HV EXSESSIVELY MORE THAN NORMAL,1
50091,PT NOT SHIVERING ANYMORE,1
50108,arms stiff,1
50107,shakking,1
50106,clapp,1
50104,pt turned head up,1
50103,light turned off,1
50102,slight startle,1
50100,"NURSE FLAT OUT SAID ""NO, WE CAN'T DO THA",1
50099,CHIN SEEMED TO STOP TWICTHING HERE,1
50098,NURSE NOT HERE TO ASK FOR ORDER OF ROCUR,1
50097,"HOLDING CHIN, MUSCLES TWITCHING",1
50096,NO CHIN TWITCHING DURING BURSTS,1
50095,LOOKS LIKE POLYSPIKES MORE THAN MUSCLE,1
50094,GPDS WITH TIMELOCKED CHIN TWITCHING,1
50093,NO HV OR PS DE TO PREGNANCY,1
50092,all wires close to 10 with 3x prep,1
50070,PT ARMS AND HEAD STILL SHIVERING,1
50068,PT WAS TOLD TO STOP HV 30 SECS AGO,1
50026,INTELLIGIBLE TALKING,1
50047,ENCOURAGE REST ,1
50044,"DROWSY, EYES OPEN A CRACK",1
50042,RUN OF SHARPS BIPOSTERIOR,1
50041,"EYES CLOSED, SLIGHTLY OPEN",1
50040,BI POSTERIOR SHARP,1
50039,BIPOSTERIOR SHARP,1
50037,"EYE SLIGHTLY OPEN, SOME EM'S",1
50036,SOME EM'S INTERMIXED,1
50034,POSTERIOR TO ANTERIOR LAG?,1
50033,DELTA W/ TRIPHASIC MORPHOLOGY,1
50032,RIGHT CENTRAL POSTERIOR,1
50031,TALKING INCOHERENTLY,1
50030,"SHARPLY CONTOURED, RIGHT POSTERIOR",1
50029,NON REACTIVE PDR,1
50028,8HZ BACKGROUND LEFT POSTERIOR,1
50027,"PT REPLIES ""KEEP SWITCHING ALL OUR SWITC",1
50045,X BI POSTERIOR,1
50048,RIGHT POST,1
50067,TECH SAYS PT CAN STOP HV,1
50049,EDSCRIBING PHOTIC,1
50066,PT IS STILL HYPERVENTILLATING,1
50065,TECH ASKS IF THIS IS A SPELL,1
50064,PT HANDS ARM AND HEAD SHAKING (VIBRATING,1
50063,TECH ASKS HOW PT IS,1
50062,PT STARTING TO SHIVER,1
50061,TECH FIXING PHOTIC CABLE,1
50060,JAN 2020,1
50058,P[RESSING,1
50057,JUST CHANGED WIRE - IT WAS BROKEN,1
50056,SWAPPING WIRES,1
50055,EKG MIGHT BE BROKEN,1
50054,TALK TO PT PT OPENS EYES,1
50052,ABBY REG GEN ,1
50051,tapping noise,1
50050,"EYES CLOSED, PT REPLIES NO",1
49930,PT SAYS HE'LL BE SNORING SOON AND LAUGHS,1
49929,CLENCH,1
49928,EEG SENS 7   SNORING,1
49820,ENDING SHORTLY ANYWAYS,1
49818,IN PAIN WITH HEADACHE,1
49817,WAVING ARM IN AIR,1
49816,SAYS OW MY HEAD,1
49815,MOM HUGGING,1
49814,IS IN PAIN,1
49813,"""OW MY HEAD:",1
49812,HEAD IS COVERED WITH BLANKET ANYWAYS,1
49811,"SORRY ABOUT THE CAMERA, CANNOT GET HIM I",1
49810,NO HV DUE TO HX AND EEG,1
49809,FACE IS COVERED,1
49808,HEAD HURTS A LOT,1
49807,SCRATCHED NECK,1
49806,R TEMP-PARIETAL,1
49805,CZ RESP ARTIFACT,1
49804,PT COUNTS BACKWARDS HERE,1
49819,"SORRY ABOUT PZ, TRIED TWICE TO REAPPLY",1
49821,AND LSPH,1
49801,TIGER?,1
49822,NO CHANGE BESIDES L SPH,1
49838,lots of eye mvnts,1
49837,L post quad theta max temp,1
49836,first bks,1
49834,c head mid,1
49833,pt asked to relax,1
49832,pt itching her eyee,1
49831,PT ARM TREMBLING,1
49830,EYE CLINKING SEEN,1
49829,PT HAD TO GO TO BATHROOM - 5 MIN PAUSE,1
49828,PT STATES SHE HAS TO GO TO THE BATHROOM,1
49827,10 SECOND PAUSE,1
49826,nurse came in talking,1
49825,room is loud,1
49824,roommate is returnign from test,1
49823,louds resps,1
49803,ASK PT TO TRY TO STAY AWAKE AND ALERT,1
49800,26TH OF JUNE,1
49840,mild theta,1
49779,smaller event here - just hands,1
49776,asking pt to be quite for remainder of t,1
49775,pt still a bit emotional,1
49774,tech lowering bed so daughter can sit ne,1
49773,pt sniffing,1
49772,daughter rubbing pt shoulder,1
49771,daughter says she doesn't usually have t,1
49769,pt crying a bit,1
49767,event ends here,1
49766,no LOC,1
49765,shacking,1
49764,arms and legs shaking,1
49763,event,1
49762,starts to be full body shaking here,1
49761,occipital,1
49759,hands tremoring more,1
49777,tech moving ekg electrodes - still muscl,1
49782,shaking stopped,1
49799,"april 19, 1937",1
49783,it seems as thought daughter can calm mo,1
49798,shaking stops,1
49797,feet shaking a bit too,1
49796,mainly right arm,1
49795,hands still shaking,1
49794,likely occipital movement artifact,1
49793,right hand shaking more,1
49792,hands shaking more,1
49791,event 4 here - just hands,1
49790,bit of temp slowing,1
49789,hands stopped shaking,1
49788,event 3 here - just hands shaking,1
49787,no PS due to age/emotional state,1
49786,pt at bedside,1
49785,daughter,1
49784,supine- head right - ec - awake,1
49839,good effort nourage,1
49841,letting tp rest,1
49927,EEG SENS 7  SNORING,1
49908,PT COUNTS TO 25 THEN GETS CONFUSED,1
49906,PT STOPPED COUNTING AT 31,1
49905,PT COUNTING BY 1,1
49904,PT CONFUSED AND STARTED COUNTING BY 1 UP,1
49902,PT COUNTING FROM ONE-TEN,1
49900,MVT MOUTH,1
49899,HFF = 15 HZ,1
49897,ENCOURAGE RELAX FOREHEAD AND JAW,1
49896,"EKG SENS TO 30, NOTCH IN",1
49895,"GEN DELTA, BI FRONT MAX",1
49893,GEN - BI FRONT,1
49891,"BLINK, EYES REMAIN CLOSED",1
49890,PT SCRATCH FACE,1
49889,TECH ADJECTS BED,1
49888,GOD EFFORT HV,1
49887,17 Aug 1970,1
49907,PT COUNTING BY 5 UPWARD,1
49909,EXCESSIVE SLOWING,1
49885,ok ,1
49910,"POSSIBLE S/W, L>R",1
49926,STILL LSOW,1
49925,THKNING,1
49924,ABBY REG HOS,1
49922,F7 SHARPS STILL ONGOING,1
49921,LOTS OF L SHARPS NOW THAT THETA IS GONE,1
49920,FREQ F7 SHARPS NOW ON,1
49919,EFFORT FADING AT END,1
49918,ASKSING ABOUT EEG APPEARANCE,1
49917,POSSIBLE SZ FADING OUT....?,1
49916,POST-ICTAL SLOW ON L?,1
49915,DEFINITELY SLOWER ON L,1
49914,ASK IF FEELING OKAY,1
49913,RHYTHMIC SLOW ON L STARTS HERE - SUBCLIN,1
49912,SPIKEY COMPONENTS?,1
49911,?? L S/W,1
49886,date,1
49884,ok,1
49842,a1a2 on ears,1
49863,TECH EXPLAINING REST OF TEST,1
49860,BOTH REPRODUCIBLE,1
49859,PHOTOPAROXYSMYL HERE,1
49857,GEN THETA - PHOTOSENS RESP? NCC,1
49854,sen still at 5,1
49853,overall low amp record,1
49852,pt seems very drowsy,1
49851,bitemp tehta,1
49850,seems drowsy/clinically aslp,1
49849,tense/swallow,1
49848,bookmark,1
49847,muscle spic? seems too fast for brain ac,1
49846,pt seems drowsy ,1
49845,restingq ueity,1
49844,emg + RFT,1
49843,L > R bipost temp theta,1
49861,LOTS OF ARTIFACT FROM RESP,1
49865,LOTS OF BURSTS IN DROWSINESS,1
49883,tell me name,1
49866,MAY 4TH,1
49882,responded,1
49881,to stay awake,1
49880,alerting ,1
49879,secured elect after pt was scratching fa,1
49878,rt c - t slow,1
49876,LEG MVT STOPS,1
49875,LIGHT NERVOUS MVT IN LEGS,1
49874,NERVOUS SHAKING ,1
49873,LIGHT LEG SHAKING,1
49872,LOTS OF EKG,1
49871,FRONTO TEMP THETA,1
49870,RFT DYS?,1
49869,RIGHT FRONTAL TEMP THETA,1
49868,R>L SW,1
49867,SOMETHING TO FO WITH CANCER,1
50844,Y TWITCH,1
50845,BODY TWTICH LEFT,1
50846,LEGS TWITCH ,1
51825,LOTS OF TREMOR,1
51834,PT TOUCHING PINSHEEL WITH HAND,1
51833,MUMBLING AND CRYING,1
51831,SOME RESP MOVT,1
51829,LESS TREMOR NOW,1
51828,MILD TREMOR OF HEAD,1
51827,STILL TREMOR OF FACE AND HAND,1
51826,LOTS OF MOUTH TREMOR,1
51824,LARGER MOUTH TREMOR NOW,1
51772,ask to ec,1
51823,STILL TREMIOR,1
51822,MOUTH CLOSED TREMOR,1
51821,LOTS OF JAW TREMOR,1
51820,PT MAONING WITH MOUGH OPEN,1
51819,RHYTHM DUE TO TREMOR,1
51818,TREMOR OF MOUTH AND HEAD AND ARMS INCREA,1
51817,CONSTANT TREMOR OF HANDS AND FACE ESPECI,1
51835,PT STARING STOPS RUBBING HEAD,1
51836,PT HANDS STOPPED IN MIDAIR,1
51837,PINWHEEL HITS PT IN THE FACE.  PT BLINKS,1
51838,MOM TAKES PINWHEELS AND TRIES TO AROUSE ,1
51856,EXCESS MUSCLE,1
51855,"JANUARY 16, 2018",1
51854,SAYS ITS 2051 AND LAUGHS,1
51853,WHAT IS BIRTHDAY:?,1
51851,"has mirgaine right now, no photic",1
51849,"PT OBESE, EKG ARTIFACT",1
51848,DATE TODAY 23 OCT 2018,1
51847,PT OBESE  EKG ARTIFACT,1
51846,? SLEM,1
51844,TECH TOUCHED SPHLEFT,1
51843,PT BLOWING ON PINWHEEL AGAIN,1
51842,EYES HALF CLOSED WATCHING A SHOW ON PHON,1
51841,PT DOESN'T REPEAT PHRASE,1
51840,PT CRIES OUT,1
51839,PT BLINKS,1
51815,CONSTANT ARMS MOUTH AND FACE TREMOR INCL,1
51813,F4 INCRD,1
51812,THETA SEEMS TO SUPPRESS A BIT WITH STIM,1
51793,pt appears to be clenching jaw on resp t,1
51790,TECH TOOK ROLL AWAY,1
51789,DAMP ROLL OF CLOTH STILL OVER EYES,1
51788,PT JERKED,1
51787,"SORRY, TECH CHOSE WRONG MONTAGE",1
51786,AWAKE/DROSY,1
51785,R FRONTOTEMP DYS,1
51784,BITEMP DYS  --??WICKETS,1
51783,DAMP ROLL OF CLOTH OVER PT'S EYES TO RED,1
51782,WILL APPLY DAMP CLOTH OVER EEYS,1
51781,GEND DYS  - ?BUILDUP,1
51778,"PT WANTS TO GO HOME, CRYING",1
51777,MOM SCRATCHING IT AS REQUESTED,1
51776,PT'S NOSE ITCHING,1
51775,POINTING TO IV AREA,1
51774,PT'S ARM BOTHERING HIM,1
51791,SHARP WAVES T3,1
51794,looks like pt gagging on resp tube,1
51811,MOVING HEAD BUT NO WD,1
51795,head rr,1
51810,RELATIVE SUPPRESSION WITH STIM,1
51809,GRABBING NURSE FOR PAIN STIM,1
51808,RELATIVE SUPPRESSION HERE,1
51807,SQUEEZE TOE LIGHTLY,1
51806,"SHAKE FOOT, CALL NAME",1
51805,AGAIN A RELATIVE SUPRESSION,1
51804,RELATIVE SUPPRESSION WITH ALERTING?,1
51803,WILL DO ALERTING,1
51802,FIXED BOTH WIRES,1
51801,FIGHTING THE VENT,1
51800,THRASHING SIDE TO SIDE,1
51799,STUPOROUS?,1
51798,f4 borderline,1
51797,chewing on resp tube,1
51796,rrt,1
51858,MOUTH IS OPEN ,1
51859,BURST GEN DYS,1
51860,EXCESS MUSCLE ART,1
51925,SWEAT ARTIFACY,1
51921,?dys 1,1
51919,dob correct,1
51918,driving 3-25hz,1
51917,will do photic and get awake now,1
51916,t4 t3 theta,1
51915,will let pt sleep now,1
51914,press t4 t3,1
51913,presssing t4,1
51912,will push t3 t4,1
51911,on average reference does not liook like,1
51910,?t3 ,1
51909,r temp again,1
51908,"6-7hz theta r temp, drowsiness?",1
51907,will do hv then let pt sleep. get waking,1
51906,HMM STILL THERE AT T6,1
51924,HOT FLASH ??,1
51926,PT STATES JERK LEFT LEG,1
51904,XX RIGHT FRONTAL,1
51927,JERK ARM,1
51944,"PT SAYS NOT SURE, FEELING GONE NOW",1
51943,TECH ASKS PT IF SHE FEELS A SZ COMING ON,1
51942,PT SAYS SHE'S FEELING SOMETHING IN THE C,1
51941,AWAKE/DROWSY  EC,1
51940,PT VERY WORRIED THAT A SZ MAY OCCUR,1
51939,PHOTIC PAUSED AS PER PT'S REQUEST,1
51938,PT IS VERY WORRIED THESE LIGHTS ARE GOIN,1
51937,WILL GET PT TO PRETEND TO COUGH,1
51936,REMOVED,1
51935,WILL REMOVE ROLL OF TOWELS,1
51934,damp roll of face cloths over eyes to re,1
51933,DAMP ROLL OF FACE CLOTHS OVER PT'S EYES ,1
51931,MANY EYE MOVTS EVEN WITH EYES WEIGHED DO,1
51930,DAMP ROLL OF TOWELS CURRENTLY OVER PT'S ,1
51928,NO JERKS NOTED BY TECH,1
51905,why did the sens start at 15?,1
51903,RIGHT FRONTALXX,1
51861,PT'S SCALP IS EXTREMELY SENSITIVE TO PRE,1
51882,CALLING NAME TOUCHING FACE,1
51880,"WILL TRY PHOTIC, HOWEVER PT IS BLIND AND",1
51877,POLYMORPHIC DELTA CONTINUES,1
51876,ESSENTIALLY CONTINUOUS LEFT FRONTAL DELT,1
51874,PROBABLE BREACH RHYTHM SEEN OVER LEFT FR,1
51873,HIGH AMP POLYMORPHIC 1-2HZ DELTA MAX LEF,1
51872,"PT WAS SEDATED, AND ASLEEP FOR ~ 45MINS ",1
51871,LEFT HEMISPHERE WITH DIFFUSE DELTA,1
51870,RIGHT HEMISPHERE SHOWING DIFFUSE ATTENUA,1
51869,PT HAS RARE SYNDROME WITH HALF THE BRAIN,1
51868,"DUE TO NATURE OF HAIR, HIGHER IMPEDANCES",1
51867,TECH NO LONGER HOLDING PT HEAD,1
51866,TECH FIXING LEFT SPHEN,1
51865,PT VERY CONFUSED,1
51864,AWAKE/DROWSY EC HEA DMIDLINE EEG SENS 10,1
51862,L AND R TEMP SLOW,1
51881,MOM WILLT TRY TALKING TO PT,1
51883,HOLDING HANDS,1
51902,RUN OF SHARPLY CONTOURED THETA,1
51885,SOME ALERTING,1
51901,RFT ,1
51900,PT IS VERY DIFFICULT TO ROUSE,1
51899,TOUCHING TUMMY,1
51898,"TOUCHING PT, CALLING NAME",1
51897,WILL TRY WAKING UP COMPLETELY,1
51895,SHARPS RFT,1
51894,RIGHT FRONTAL?,1
51893,SHARP THETA RFT,1
51892,F4 & RIGHT SPH,1
51891,RIGHT FRONTO TEMP SHARPS,1
51890,SEIZURE? EVOLVING PATTERN RFT,1
51889,RIGHT FRONTO TEMP SHARPLY CONTOURED DISC,1
51888,STILL VERY TIRED,1
51887,MOVING ON BED,1
51886,MOVING CHIN,1
51773,PEEKING OCC,1
51767,pt still talking,1
51571,remind to breath out mouth not nose,1
51630,SHARPLY-CONTOURED L TEMP DYS ,1
51641,EKG ART IN A1 CHANNELS,1
51637,PHRASE ,1
51636,LIP SMAKCING,1
51635,PT REPEATS PURPLE COW,1
51634,TECH CHECKING EKG ELECTRODES,1
51633,R TEMP ??RMTD  ??WICKETS,1
51632,L TEMP SHARPLY-CONTOURED DYS  ??RMTD,1
51629,BUILDUP MORE L SIDED,1
51766,SOME SWEAT/ELECTRODE ARTIFACT,1
51627,pt on phone,1
51625,MOVTS ,1
51624,FRIMACE,1
51623,VERY DROWSY EO HEAD MOVING EEG SENS 7,1
51622,PT OPENS EYES SLIGHTLY],1
51621,PT RESISTS EYE OPENING,1
51620,TECH TRIES TO OPEN PT'S EYES,1
51643,VERY DROWSY EC HEAD SLIGHTLY RIGHT EEG S,1
51644,HEAD MOVT WITH RESP,1
51645,PT FALING ASLEEP,1
51646,GREAT EFFORT AGAIN,1
51664,some head mvts with good effort,1
51663,just a minute here on reference,1
51662,LEOPART,1
51661,NAME 2 ANIMALS START WITH L,1
51660,PT MOVING HANDS.FINGERS,1
51659,SLOW/DROWSY,1
51658,SCRATCH EKG,1
51657,01?,1
51656,PT WAN'TS TO PLAY GAMES,1
51654,LEG TWITCH - LEFT,1
51653,ASKING PT TO CONTINUE HV,1
51652,BUILD UP/SLOWING,1
51649,eye movvements,1
51648,PT COUNTING IN PUNJABI,1
51647,PT COUNTING BACKWARDS IN PUNJABI,1
51619,PASSIVE EYE OPENING TO ALERT PT,1
51618,WILLT RY PASSIVE EYE OPENING,1
51617,MOUTH MOCT,1
51593,RELAX  JAW,1
51591,EOG OK,1
51589,POWER OUTAGE CAUSED MACHINE TO SHUT DOWN,1
51587,CPUGH,1
51586,ASK [T TO RELAX FACE,1
51585,ASK PT OPEN PROPERLY,1
51584,PT IS PLAYING,1
51583,WILL ASK PT TO CL OSE EYES,1
51582,EYES AE OPEN,1
51580,HEAD RT  EEG SNS 10,1
51579,ASK PT IF TIRED - SHE SAYS YAH,1
51578,"PT SAYS ""MATH?""",1
51576,ASK PT IF SHE LIKES THAT FEELING - SHE S,1
51575,PT GIGGLES,1
51574,"ASK PT HOW IT FEELS - SHE SAYS ""CRAZY""",1
51573,PT SAYS IT FEELS SO GOOD,1
51592,SEPT 5 2018,1
51596,PLAYING W HANDS,1
51616,TRYING TO CLEAR THROAT,1
51598,DOUBT PT WILL GO BACK TO SLEEP,1
51615,PT HAD COVERED HEAD WITH BLANKET,1
51613,RUBBS MOUTH AND COUGHS,1
51612,PT IS TALKING IN NATIVE LANGUAGE,1
51611,PT IS TALKING IN OWN LANGUAGE,1
51610,PT NODS AS IF TO ACKNOWLEDGE HER NAME,1
51609,TECH SQUEEZES TRAPEZIUS AND CALLS PT'S N,1
51608,TECH SQUEEZES TRAPEZIUS,1
51607,TRY TO ALERT PT HERE,1
51606,WILL SQUEEZE TRAPEZIUS TO TRY TO ALERT P,1
51604,raising eyebrows,1
51603,JUST ASLEEP?,1
51602,UNRESPONSIVE TO VERBAL STIMULI,1
51601,BURST OF SLEEP POTENTIALS?  OR GEN SLOW,1
51600,SLEEP POTENTIALS?? OR GEN SLOW,1
51599,RUB LIP,1
51665,head midlne,1
51666,good overall effort for3 mins,1
51667,sws,1
51743,RUBBED TEMPORAL AREA,1
51741,BI-F-T SLOW  ?SLEEP POTENTIALS,1
51739,R > L F-T,1
51738,BI F-T SL OW,1
51737,F8-T4-T6 SPIKE??,1
51735,?BUILDUP??,1
51733,GEN BI-FRONTAL DELTA - ?BUILDUP,1
51732,L F-T SOME R F-T,1
51731,L F-T SLOW AND SOME RT F-T,1
51730,LT F-T SHARP?,1
51729,GEN BI-FRONTAL MAX SLOW,1
51728,INDEP. LT AND RT F-T SLOW (L>R),1
51727,L FT MAX SLOW,1
51725,WILL CHECK ON F8,1
51724,"for ease with language, will do all IPS ",1
51723,some right sided as well but is more dif,1
51742,"MOSTLY LT F-T SLOW, SOME RT",1
51744,OPEN ABND CLOSE MOUTH,1
51720,left temporal max,1
51745,PT SLOWING DOWN DUE TO DROWSINESS,1
51765,PT IS +++DROWSY,1
51762,WILL PRESS ON R SPH AND EXPLAIN HV,1
51761,IT'S THE 19TH BUT CLOSE ENOUGH,1
51758,Clapping to keep pt awake,1
51757,trying to keep pt awak,1
51756,pt forgets to breathe,1
51755,Pt cant follow directions,1
51754,CENTROTEMP THETA,1
51753,PT LAUGHTS,1
51752,TECH TELLS PT HE FORGOT THE H,1
51751,ASK PT TO SPELL CHRISTOPHER BACKWARDS,1
51750,ROOM LIGHTS ON TO HELP PT WAKE UP,1
51749,TECH MAKES NOISE IN ROOM,1
51748,EEG SENS 10  NOTCH ON,1
51747,EEG SENS 7  NOTC H ON,1
51721,see ekg- intermittent pVCs,1
51718,diffuse max posterior + left temp,1
51668,will alert again here,1
51692,HEAD FALLING FORWARD,1
51689,HEAD FALLING FORWARDS,1
51688,LEAN BED BACK,1
51687,BIFRONTAL/ CENTRAL,1
51685,bifrontal dys,1
51683,PROPPED UP IN BED,1
51681,TOUCHING PT TO WAKE,1
51680,TECH WILL ROUSE PT,1
51678,LAJ,1
51677,MVT LEGS,1
51676,MOVES TO LAY ON RT SIDE,1
51674,SMALL MVT,1
51673,MOVT - PT LYING ON LEFT SIDE,1
51672,PT TURNS TO LEFT SIDE,1
51670,SENS TO 15UV/MM,1
51669,MOM IS LEAVING THE ROOM,1
51690,RT FRONTAL TEMP,1
51694,?L RMTD,1
51717,month and year,1
51696,R F-T SLW,1
51716,see ekg,1
51715,left slowing,1
51714,pt speaks no english so family friend to,1
51713,had a left CVA affecting rt side two mon,1
51711,PT IS TOUCHING THE EKG LEADS,1
51710,WAKE EC HEAD MIDLINE EEG SENS 10,1
51708,TECH ASKED PT TO TRY TO STAY AWAKE,1
51707,?R>L SLEEP POTENTIALS,1
51706,TECH WILL WAKE PT,1
51705,SLEEP POTENTIALS APPEAR R>L,1
51704,RESP ARTIFACT IN PARIETALS,1
51702,RESP ARTIFACT IN T5,1
51701,WILL PRESS ON T5 WHILE PT DROWSY,1
51699,R FRONTAL SLOW AND BETA,1
51698,MODERATE EFFORT - TECH DID NOT WANT TO P,1
51945,TECH TELLS PT TO LET HER KNOW IF SHE FEE,1
51946,ASK PT TO KEEP EYES OPEN AND LOOK AT CEI,1
51947,tech fixing EKG wires,1
52168,PT COUNTING BY 2,1
52175,ON LT SIDE   EEG SEN S10,1
52174,ON LT SID E  EEG SENS 10,1
52173,RT TEMP POST TEMP DYS,1
52172,CORRECTION: ON LT SIDE,1
52171,PT ROLLS OVER TO LEFT SIDE,1
52170,reminding to keep mouth open,1
52169,Reminding pt tp keep mouth open to relax,1
52167,SHE SAID SHE FELT A CRACKLING IN HER HEA,1
51948,pt has turned onto her left side,1
52166,"AFTER EEG, AS PT GETTING READY TO LEAVE,",1
52165,BRIEF SPELL RECORDED NEAR END OF EEG - A,1
52164,PT SAYS THURSDAY (TECH TOLD PT THIS DURI,1
52163,PT SAYS 2014 AFTER SOME THOUGHT,1
52162,CURRENT YEAR?,1
52161,PT SAYS OCTOBER - CORRECT NOW,1
52160,CURRENT MONTH?,1
52176,GEN S W FRAGMENT?,1
52178,GEN S+W   ?PS+W,1
52179,ACCIDENTLY STOPPED PHOTIC PREMATURELY - ,1
52180,REPEATING 9HZ PHOTIC,1
52197,EEGS ENS 10,1
52196,SLEEP MAX LEFT,1
52195,28 JUNE 18,1
52194,trying to get her up,1
52193,mom patting pt,1
52192,sucking artifact,1
52190,mom getting on bed,1
52189,trying to get pt to close yes,1
52188,ASK PT TO COUNT BACK WARDS FROM 20 IN 3S,1
52187,NO HV HAS ASTHMA,1
52186,ASK  PT LOCATION,1
52185,ask pt DATE TODAY,1
52184,BIFRONTAL THETA??,1
52183,"SORRY, THIS WAS MEANT TO BE 15 HZ NOT 12",1
52182,12 HZ AGAIN,1
52159,PT SAYS 28,1
52158,PT SAYS 12 OF SEP 1986,1
52155,WILL TRY USING TUNING FORK TO ELICIT SPE,1
52134,PT HEAD TO LT,1
52132,ASK PT WHEN NEXT DOES,1
52131,ASK PT IF TOOK MEDS AS USUAL,1
52130,EYES CLOSE WITH BURSTS,1
52129,PT ON 13,1
52128,PT SAYS SEVENTAH....UH....,1
52127,PT STARTS AT 51,1
52126,PT SAYS UH 50 UH,1
52125,PT HAS EYES CLOSED,1
52124,PT SLURS 55,1
52123,NO PROBLEMS COUNTING NOW,1
52122,PT HAVING TROUBLE SAYING 66,1
52121,PT SAYS YEAH UH,1
52120,PT SLURS 72,1
52119,PT SLURS 76,1
52118,PT SLURS 86,1
52133,WILL GET NURSE TO DO PAINFUL STIM,1
52135,?SHARP IN LT POST TEMP,1
52154,TECH GENTLY HOLDS DOWN PT'S EYELIDS TO R,1
52136,? LT TEMP SHARP,1
52153,PT DOESN'T START,1
52152,removiing ps lamp,1
52151,satart ps,1
52150,LEFT POSTERIOS SLOWING,1
52149,SCRATCH WIRES,1
52148,ONGOING LEFT SLOWING,1
52147,RECLINED IN WHEEL CHAIR,1
52145,LEF TEMP SLOWING,1
52144,LEFT PARIETAL SLOWING,1
52143,LEFT POSTERIOR SLOWING,1
52142,SHARPLY CONTOURED THETA LT POST-TEMP REG,1
52141,PHASE REV @ O1-O2??,1
52140,head sentered,1
52139,LFF AT 3 DUE TO SWEAT ARTIFACT,1
